id,name,cuisine,price_range,avg_price_per_person,region,city,address,phone,rating,review_count,website,popular_hours
1286,Sud 777,Mexican,$$,28.38,Europe,"West Lawrenceborough, MH",14024 Livingston Valley,914-868-3459,3.7,479,https://jones.com/,12:00-22:00
1287,Cosme,Mexican,$$,18.35,South America,"Sanchezhaven, AD",6898 Rodriguez Ports Apt. 828,763.561.1401x1848,4.3,485,http://www.rodriguez.org/,11:00-21:00
1288,Karaköy Lokantası,Turkish,$$$,46.15,Europe,"East Jenniferburgh, BH",92795 Wong Overpass Apt. 950,+1-754-218-6327x4124,4.3,341,http://www.thomas-clark.net/,14:00-20:00
1289,Poom Seoul,Korean,$$,31.25,Europe,"Port Angelachester, DO",874 Brian Ports,3078705796,3.5,494,http://romero-dixon.com/,12:00-22:00
1290,Duddell's,Chinese,$$$$,199.99,Middle East,"West Nathanfurt, ES",76319 Michael Field Apt. 134,+1-559-625-2162x530,4.3,171,http://davidson-matthews.com/,12:00-22:00
1291,Barbary,Mediterranean,$$,19.03,North America,"North Davidborough, TN",7249 Washington Squares Suite 021,+1-638-556-4946,4.1,465,http://lamb.info/,11:00-21:00
1292,Le Bernardin,American,$$,18.04,North America,"North Gary, MI",26173 Maurice Lane,900-386-5728x949,3.8,478,https://washington.org/,15:00-20:00
1293,Jing Yaa Tang,Chinese,$$$,59.03,Europe,"North Connie, TJ",016 Carrie Villages,3327742360,3.5,278,https://www.morgan.com/,14:00-23:00
1294,Claro,Mediterranean,$$,25.16,North America,"Pacemouth, NY",735 Danielle Roads Suite 260,779.961.6506x02336,4.0,520,https://www.odonnell.biz/,16:00-22:00
1295,D.O.M.,Brazilian,$$,16.23,Europe,"South Cheryl, TV",2525 Barber Mission,239.826.5999x2517,4.6,618,https://graham-simpson.com/,13:00-22:00
1296,El Celler de Can Roca,Spanish,$$$,47.94,Europe,"Kingmouth, SE",772 Carol Ferry Apt. 845,920-544-0174x29435,4.3,383,https://vargas.org/,16:00-21:00
1297,Le Du,Thai,$,4.14,Asia,"Lake Markhaven, CZ",427 Cindy Island,709.396.2581,3.3,214,http://www.bailey.com/,16:00-21:00
1298,Borgo San Jacopo,Italian,$$,24.43,North America,"New Janefort, PA",162 Sims Meadows,(344)683-6872,4.0,544,http://www.jones.com/,15:00-23:00
1299,Osteria Francescana,Italian,$$,19.35,Africa,"Lukeview, VU",21315 Amy Road Apt. 172,883.568.1199x0737,4.1,541,https://obrien.info/,13:00-23:00
1300,El Cardenal,Mexican,$$,32.81,North America,"North Alexis, NH",0256 Long Rue,(747)316-1614x375,4.0,470,http://downs.com/,15:00-23:00
1301,Sukiyabashi Jiro,Japanese,$$,23.57,Europe,"East Edward, ME",96891 Megan Key,(699)871-4365x752,4.0,479,http://www.davis.com/,12:00-20:00
1302,Duddell's,Chinese,$,4.52,Asia,"New Stacymouth, PL",922 Thomas Road Suite 643,(494)998-1187x498,3.6,243,http://www.ramirez.org/,13:00-20:00
1303,Xu,Vietnamese,$$,16.44,Europe,"New Matthew, CH",749 Steven Hollow,310.540.6372,4.6,556,https://hines.com/,16:00-21:00
1304,Schote,German,$$,23.7,North America,"Sarahberg, AR",406 Shelly Mountains,+1-837-325-0419x810,3.9,482,http://www.combs.com/,15:00-22:00
1305,Poom Seoul,Korean,$$,32.79,North America,"Tammymouth, NM",480 Harding Plain,860.202.0941x47188,4.1,517,https://johnson.biz/,16:00-22:00
1306,The Eight,Chinese,$$,16.9,North America,"West Scottchester, VA",35182 George Brook,001-269-797-2761x50284,3.8,500,http://www.garcia-weaver.net/,15:00-20:00
1307,La Mar,Peruvian,$$,22.83,Asia,"Robertbury, LT",8145 White Fall,364-298-7417x9499,4.0,481,http://moran.biz/,15:00-21:00
1308,Trishna,Indian,$$$,41.49,North America,"New Craigstad, MH",310 Teresa Passage Suite 421,232-815-1270x241,3.7,275,https://www.moore.com/,12:00-21:00
1309,Tempura Kondo,Japanese,$$,19.39,North America,"Lake Michelleville, TX",3219 Evans Plain,296.542.4413x7762,3.5,407,http://moore-pope.com/,13:00-21:00
1310,Schote,German,$$$,64.01,North America,"Morsetown, ID",6685 Rush Locks Apt. 552,(941)505-0126x40250,4.1,339,http://www.little-schmidt.com/,13:00-21:00
1311,Kyubey,Japanese,$$$$,111.82,Europe,"Biancabury, NG",7802 Mia Stravenue Suite 861,001-824-902-9464x3489,4.3,209,https://morgan.com/,14:00-23:00
1312,Miznon,Mediterranean,$$$,36.49,North America,"West Daleberg, WV",90163 Aaron Ridge Suite 253,758.570.5902x678,4.1,346,https://watson.com/,15:00-21:00
1313,Per Se,American,$$$$,124.3,Asia,"Lindseyhaven, FJ",960 Rachel Prairie,(874)532-4944x31739,3.9,190,https://www.roberts.net/,13:00-20:00
1314,Al Sufara,Lebanese,$$$,27.54,Asia,"Waremouth, HR",050 James Way Suite 978,+1-573-724-8495x617,4.5,379,http://cobb.biz/,11:00-23:00
1315,Paste,Thai,$$,18.56,North America,"South Karentown, IA",856 Mark Hollow,+1-940-440-2818x518,3.8,511,http://www.wade.com/,13:00-21:00
1316,Le Tobsil,Moroccan,$$,29.36,North America,"Markshire, NM",5315 Dawson Valleys Apt. 955,774-928-3231x9385,3.9,502,http://grant.org/,12:00-21:00
1317,El Celler de Can Roca,Spanish,$$$$,98.31,North America,"South Cassandrachester, SC",4844 Jorge Valleys,001-616-295-5953x530,4.5,179,https://www.shepherd-king.com/,16:00-22:00
1318,Gymkhana,Indian,$$,21.17,Asia,"Petersside, TN",4479 Erik Unions,001-822-608-3800x216,4.0,481,https://higgins-heath.com/,13:00-23:00
1319,Funky Gourmet,Greek,$$,27.57,North America,"New Aprilfurt, LA",71765 Mcpherson Junctions Apt. 269,+1-284-334-5163,3.9,497,http://stewart-mcclain.com/,14:00-23:00
1320,Guy Savoy,French,$$$,63.86,North America,"Lake Ricardo, KS",893 Brooks Mall,375.571.6480,4.1,356,http://neal.com/,12:00-23:00
1321,Hytra,Greek,$,8.46,Africa,"Richardhaven, UY",10666 Booker Union,+1-774-973-6170x684,3.9,237,https://www.ware.net/,12:00-22:00
1322,Karaköy Lokantası,Turkish,$$,30.54,North America,"Millerfurt, GU",27464 Corey Drive Suite 583,840.603.6119x32123,4.2,512,http://burke-gould.com/,11:00-23:00
1323,El Cardenal,Mexican,$$,25.84,Europe,"Lake Cassandraton, AU",96540 Anthony Shoals Apt. 545,001-941-623-4156x3776,3.4,442,http://www.clark.net/,11:00-22:00
1324,Antica Pesa,Italian,$$$,40.28,North America,"Mathisberg, SC",0714 Brady Motorway,363-270-5198x723,4.2,367,https://www.davis.com/,16:00-23:00
1325,Da Enzo al 29,Italian,$$$,42.77,Europe,"East Joseph, DJ",317 Seth Mill Apt. 870,783-375-6440x948,4.2,336,http://clay.biz/,12:00-23:00
1326,Pujol,Mexican,$$,15.09,Middle East,"Henryview, VN",301 Lori Villages Apt. 156,521.660.7759,4.1,496,http://www.mooney.biz/,14:00-21:00
1327,Sushi Saito,Japanese,$$,30.55,North America,"Colebury, KY",01402 Joseph Ridge Apt. 397,769-558-7259x066,4.1,529,http://www.thompson.biz/,11:00-22:00
1328,Bun Cha Huong Lien,Vietnamese,$,11.56,North America,"Blaketown, VT",789 William Keys Apt. 252,978-952-0098,4.2,260,http://www.cook.org/,14:00-20:00
1329,Mingles,Korean,$$,21.43,Asia,"Josemouth, TZ",8272 Moreno Keys,+1-393-778-5682,4.2,549,http://sloan.com/,16:00-23:00
1330,Neolokal,Turkish,$$,33.86,North America,"Lake Marialand, IN",32153 Brian Unions Apt. 759,393-470-6448x35510,3.6,524,http://garner-smith.com/,11:00-20:00
1331,Sukiyabashi Jiro,Japanese,$$,28.46,North America,"Allenstad, VI",87999 Vargas Court,762.924.0690x760,4.2,529,https://www.wilson-graham.com/,13:00-22:00
1332,Maximo Bistrot,Mexican,$,12.72,North America,"Natashashire, AK",95570 Meyers Port,(206)576-6229,4.1,264,http://collins.com/,11:00-20:00
1333,Din Tai Fung,Chinese,$$,18.14,Middle East,"New Williamburgh, KE",522 Natalie Plains Apt. 460,632.419.7154x28540,4.4,516,https://www.reed-jimenez.com/,16:00-23:00
1334,Hytra,Greek,$$,30.02,North America,"West Richardtown, OR",113 Kenneth Fork,685.959.7612,3.8,467,https://www.dominguez-nunez.info/,13:00-21:00
1335,El Cardenal,Mexican,$,10.5,Europe,"Port Bethany, EC",498 Mclaughlin Cliffs,504-876-8277x680,3.5,206,http://fernandez.biz/,16:00-23:00
1336,Osso,Peruvian,$$$,37.07,Europe,"West Andrewbury, GE",3702 Bird Mount Suite 457,001-687-376-5457x926,5.0,396,http://crawford-kemp.org/,15:00-23:00
1337,Il Pellicano,Italian,$$$,48.22,South America,"Perezhaven, AF",692 Nicholas Manor,988.215.6663,4.4,398,http://www.boyer.com/,16:00-20:00
1338,Antica Pesa,Italian,$$,24.41,North America,"Richardport, WI",74251 Mays Roads,(864)837-6042,4.2,478,https://www.decker.info/,11:00-22:00
1339,Antica Pesa,Italian,$,8.73,Asia,"Lambfurt, HT",31361 Williams Corners Suite 798,546-395-2450x942,3.2,227,https://dixon.com/,11:00-21:00
1340,Oteque,Brazilian,$$$$,151.35,Europe,"Moorebury, EC",43608 William Road,+1-501-668-7728x9025,4.6,174,http://www.obrien-carr.com/,12:00-23:00
1341,Jungsik,Korean,$$,15.62,Middle East,"Danielbury, AT",2350 Griffin Ville Suite 030,668-293-5100,4.3,572,https://www.pena-beasley.info/,11:00-20:00
1342,Da Enzo al 29,Italian,$$$,52.45,North America,"South Tonya, RI",9300 Eric Forges,(649)315-0998x190,4.1,301,https://garcia-long.com/,12:00-20:00
1343,Maido,Peruvian,$$,29.45,North America,"East Kathleenbury, OH",7402 Cruz Ridges,751-206-0407x396,4.6,550,http://carter.org/,15:00-23:00
1344,Karam Sethi,Indian,$$,31.81,Europe,"Lake Courtney, CN",379 Rodriguez Club,(226)579-5130x1767,4.5,579,http://perez-flowers.com/,14:00-23:00
1345,Barbary,Mediterranean,$$$,33.67,Middle East,"Moralesborough, KR",255 Chavez Cliff,(536)805-5690x74455,4.2,346,https://www.little-alexander.biz/,15:00-20:00
1346,Pizzeria Brandi,Italian,$$$,43.39,Europe,"West Gregory, MC",100 Norton Forges,+1-212-535-9624x15601,4.7,366,https://www.mata-stewart.com/,11:00-22:00
1347,Hamdi,Turkish,$$,24.79,Middle East,"Curtisport, UZ",80967 Samantha Flat Suite 122,411-298-0201x3600,3.6,447,https://martin-mack.info/,15:00-22:00
1348,Em Sherif,Lebanese,$$,29.32,North America,"West Vanessamouth, PA",9356 Dunlap Street Suite 518,201.232.6749x40745,4.1,508,http://poole.com/,12:00-23:00
1349,Hakkasan,Chinese,$$$,54.51,North America,"Millerborough, DE",7637 Clarke Trafficway,584.755.1997x4910,4.8,395,http://parsons.biz/,11:00-21:00
1350,Alain Ducasse au Plaza Athénée,French,$$,21.72,Europe,"North Gina, OM",099 Hawkins Camp Apt. 391,9598235523,3.8,506,https://www.wilson.com/,16:00-20:00
1351,Bo.Lan,Thai,$$,15.03,Asia,"East Clifford, CD",5643 James Village,594-996-3295x800,3.5,430,http://thomas-anderson.biz/,12:00-22:00
1352,Da Enzo al 29,Italian,$$$$,288.27,North America,"Mcdanielmouth, WV",3100 Sarah Causeway Apt. 725,+1-867-515-3010,4.7,198,http://mendez.com/,16:00-20:00
1353,Central,Peruvian,$$,24.46,North America,"Brendachester, IA",21125 Seth Alley Apt. 078,+1-370-934-2104,4.4,513,https://wiley-skinner.org/,15:00-23:00
1354,Antica Pesa,Italian,$$,21.82,North America,"Lewismouth, NY",7282 Amber Point,+1-739-490-5728x478,3.9,450,https://matthews.com/,16:00-23:00
1355,Din Tai Fung,Chinese,$$,19.49,North America,"South Kristineville, ND",429 Jeffrey Ports,+1-503-778-9617x766,4.1,525,https://young.com/,16:00-23:00
1356,Nopi,Mediterranean,$$,22.32,Asia,"Bryceland, RS",4558 Parker Valleys Apt. 277,(236)633-9288x631,4.0,510,http://vaughan-drake.biz/,14:00-20:00
1357,Fasano,Brazilian,$,8.22,Europe,"Cynthiaville, AT",926 Kevin Plains Suite 556,(375)412-8387x925,3.7,249,http://www.smith.com/,14:00-21:00
1358,Karam Sethi,Indian,$$,19.91,Middle East,"West Royborough, VA",277 Ashley Mill Suite 756,856-760-9968x310,4.2,489,https://miles.biz/,15:00-23:00
1359,Le Du,Thai,$$,31.36,North America,"Reginaldshire, OR",235 Brian Expressway,001-760-223-3931,3.4,433,https://www.white.com/,13:00-23:00
1360,Ristorante Grotta Palazzese,Italian,$$$,29.65,Middle East,"Lake Katherine, ZW",49373 Thomas Burgs,4537355517,4.5,362,http://www.becker-davis.com/,15:00-23:00
1361,Mirazur,French,$$$,73.95,North America,"North Yolanda, KY",839 Baker Stream Suite 064,001-671-733-9223x633,4.4,316,http://stafford-lyons.com/,12:00-23:00
1362,Oteque,Brazilian,$$,18.87,North America,"Lake Michael, OK",1769 Ana Stravenue,(541)421-7222x34806,3.6,489,https://richards.com/,16:00-22:00
1363,Nopi,Mediterranean,$,9.46,Asia,"South Jamesview, KM",2612 Adam Lane,001-255-727-9645,3.8,239,https://www.martin.org/,11:00-21:00
1364,Hamdi,Turkish,$,6.15,North America,"South David, HI",6461 Coleman Plain Apt. 492,+1-321-737-6126x1584,4.0,255,http://jennings-williams.com/,13:00-21:00
1365,Uludağ Kebapçısı,Turkish,$,4.17,Asia,"Port Jeffrey, BD",14934 Joshua Garden Apt. 322,001-522-709-5417x921,4.4,294,http://www.maynard.biz/,11:00-20:00
1366,Nahm,Thai,$$$,74.57,North America,"Lake Melissa, IL",4112 Johnson Mews Apt. 688,464-290-1705x05472,4.3,332,https://hogan.org/,16:00-21:00
1367,Quintonil,Mexican,$$,31.64,North America,"Josephshire, NM",75154 Michael Fords,+1-947-956-6029x340,3.4,472,https://lopez.com/,13:00-23:00
1368,Sukiyabashi Jiro,Japanese,$$$$,175.98,Europe,"East Mark, TL",832 Erin Forks,216-245-6421x76160,4.3,146,https://www.carter.info/,15:00-23:00
1369,Hakkasan,Chinese,$$,16.61,North America,"Lake Lisa, FL",4812 Melinda Forks Suite 300,(200)575-8142,4.4,536,https://www.rodriguez.biz/,11:00-21:00
1370,Mosu,Korean,$$$,48.08,Europe,"Port Diana, MD",8917 Williams Inlet,776.985.3632x673,4.6,368,http://www.johnson-olson.com/,16:00-20:00
1371,Le Tobsil,Moroccan,$$,29.47,North America,"Richardton, KS",96582 Janice Shoals,(900)924-5303,4.3,545,http://www.gonzalez.com/,12:00-23:00
1372,Ultraviolet by Paul Pairet,Chinese,$,11.62,North America,"East Travisview, NM",113 Whitney Junction Apt. 908,001-873-573-5073x797,3.6,246,https://ryan-hughes.com/,16:00-22:00
1373,Borgo San Jacopo,Italian,$$$$,204.13,North America,"North Frank, MT",57730 Banks Divide,391-717-6066x4375,4.8,195,http://williams-johnson.biz/,14:00-21:00
1374,Quintonil,Mexican,$,5.18,Middle East,"Dariushaven, TO",622 David Isle Suite 776,901.825.4485x9487,3.4,218,http://www.mann.com/,15:00-20:00
1375,Da Enzo al 29,Italian,$$,22.93,North America,"Rosarioton, AL",09185 Mcgee Cape Apt. 650,(828)929-5830x3575,4.0,501,http://www.johnson-norman.com/,15:00-21:00
1376,El Cardenal,Mexican,$,10.39,Asia,"Reedton, AD",7423 Wood Islands,277.772.4031x25069,3.2,211,https://www.hartman.com/,15:00-20:00
1377,Kikunoi,Japanese,$$$$,194.52,South America,"Lake Luke, TG",128 Brown Burgs Suite 756,369-527-7017,4.6,167,http://sanchez.com/,13:00-21:00
1378,Maximo Bistrot,Mexican,$$,25.79,North America,"Thomasstad, MH",6826 Monica Knoll Apt. 378,607.207.1875x9372,4.1,539,https://rodriguez-graves.net/,12:00-23:00
1379,Ristorante Grotta Palazzese,Italian,$$,16.2,North America,"West Kurt, RI",038 Cole Turnpike Suite 083,001-399-303-8816x0110,3.9,539,http://scott-hernandez.info/,12:00-23:00
1380,Il Pellicano,Italian,$$$$,245.31,Europe,"Steventown, ET",10541 Bradley Knoll Suite 586,868.917.5645x239,4.5,194,http://www.washington.info/,11:00-23:00
1381,Borgo San Jacopo,Italian,$$$,44.37,South America,"South Gregory, SB",42111 Edwards River,537-752-3362x0897,4.8,339,https://www.sanchez-hernandez.com/,16:00-20:00
1382,Bukhara,Indian,$$,22.05,North America,"Williamborough, LA",3349 Barajas Freeway Apt. 491,718-910-3002,3.7,521,https://www.matthews.net/,12:00-23:00
1383,Hakkasan,Chinese,$$$,55.99,Europe,"East Pamela, LK",38688 Tiffany Fork Suite 417,(758)632-2634,3.9,335,http://jackson-smith.biz/,15:00-21:00
1384,Il Pellicano,Italian,$,3.57,Asia,"Bradymouth, CU",067 Logan Landing Suite 215,(992)925-9202x33084,3.9,292,https://riley-reynolds.org/,13:00-23:00
1385,Gaggan Anand,Indian,$$,21.29,Asia,"Jessicaburgh, BY",8545 John Prairie,(935)291-0983,4.0,511,http://www.weeks.com/,13:00-21:00
1386,Le Petitbonum,Caribbean,$,6.68,Asia,"New Michaelview, TG",09996 Thomas Canyon,+1-795-291-5111x1495,4.1,262,http://chavez.com/,16:00-22:00
1387,Maximo Bistrot,Mexican,$,12.07,North America,"North Alexander, WV",30106 David Mill,739.823.9016x2760,3.6,227,https://arroyo.net/,15:00-23:00
1388,Asador Etxebarri,Spanish,$$$,72.01,North America,"Port Jean, TX",031 Edward Drives Suite 442,443-974-9362x4704,4.6,374,https://www.buck-lewis.com/,13:00-21:00
1389,Hakkasan,Chinese,$$,28.51,North America,"Lake Leslieview, PR",75796 Hardy Walks Apt. 850,301-806-3674,3.9,537,https://kelley.com/,11:00-23:00
1390,Xu,Vietnamese,$,12.26,North America,"Englishtown, MH",28754 Cannon Forks Apt. 379,(698)845-5986x27597,3.6,225,https://burke.org/,16:00-23:00
1391,Gaggan Anand,Indian,$$,26.13,North America,"Andersonberg, RI",866 Caitlin Pass Suite 061,+1-910-698-4159x561,3.8,503,https://hayes.net/,15:00-20:00
1392,Ristorante Grotta Palazzese,Italian,$$,14.65,Asia,"North Sandrabury, ES",483 Andres Groves Suite 424,628.670.0473x915,4.2,491,https://brown.com/,11:00-21:00
1393,Kyubey,Japanese,$$$,62.76,Europe,"Lawrenceton, BT",0757 Rivera Village,+1-339-414-3006x31604,4.4,351,https://www.jennings.org/,15:00-20:00
1394,DiverXO,Spanish,$$,31.01,North America,"Kimberlyberg, DC",48366 James Centers,238.730.6762x79670,3.3,359,https://www.vazquez-sheppard.info/,13:00-20:00
1395,Trattoria Zà Zà,Italian,$$,20.46,South America,"Prattborough, SN",0127 Anderson Orchard Apt. 540,(517)931-9519,3.7,494,https://johnson-evans.net/,11:00-22:00
1396,The Cliff,Caribbean,$,12.52,Europe,"East Brian, NZ",9451 Jones Alley Apt. 621,463.207.2103x66351,3.6,235,https://www.young.com/,16:00-21:00
1397,Contramar,Mexican,$$,19.39,North America,"Lake Suzanne, MA",18209 Kelsey Pass,383.903.4276x9579,4.2,519,http://www.morales-jones.com/,14:00-21:00
1398,Eleven Madison Park,American,$$,15.68,Asia,"East Lauren, TR",69092 Jesse Wall,001-442-446-7285x86649,4.1,525,https://www.fields-graham.com/,13:00-22:00
1399,Sorn,Thai,$$$,52.18,North America,"New Andrea, IA",9490 Lewis Springs,3274380035,4.0,321,http://www.weber.com/,15:00-21:00
1400,Ultraviolet by Paul Pairet,Chinese,$$,32.66,North America,"Matthewview, OH",54549 George Cove,+1-659-436-3422x7314,4.1,482,https://king.net/,11:00-23:00
1401,Le Cinq,French,$$$$,276.78,Europe,"East Aimee, KM",778 Burke Curve,354-822-5310,4.7,225,http://www.whitney-holland.com/,11:00-20:00
1402,Ultraviolet by Paul Pairet,Chinese,$$,18.66,Asia,"Stevenport, KM",3126 Maria Track,+1-674-844-0327,4.3,528,http://hawkins-luna.com/,14:00-20:00
1403,Funky Gourmet,Greek,$$,29.09,North America,"Amandafurt, AR",283 Brooke Street,5685565499,4.1,498,http://www.edwards-roberts.com/,13:00-23:00
1404,Blue by Eric Ripert,Caribbean,$$,16.2,North America,"Carlyside, WI",1725 Cynthia Crest Suite 961,(800)679-2055x5464,3.8,495,https://www.white.com/,11:00-20:00
1405,Narisawa,Japanese,$$$$,185.17,North America,"South Jeffreyport, CT",3978 Shannon Circles Apt. 177,214-441-4767x98160,4.7,175,https://ashley-valdez.com/,13:00-21:00
1406,Sushi Saito,Japanese,$$,29.07,North America,"North Josephport, NM",08961 Stewart Brook Suite 645,8167063470,3.9,502,https://stewart.info/,12:00-20:00
1407,Pho Thin,Vietnamese,$$$,55.87,North America,"Rossstad, WA",1537 Jasmin Tunnel,001-710-571-2711,4.4,358,https://olson.info/,12:00-21:00
1408,Jungsik,Korean,$$$,39.54,North America,"Wrightstad, MN",27673 Jessica Hill,(664)526-0777,4.1,384,https://www.cruz-scott.com/,11:00-20:00
1409,Le Du,Thai,$,13.72,Europe,"Karenmouth, PG",8015 Jacob Crescent Suite 017,+1-860-644-4471,3.8,257,https://www.barrett.com/,15:00-22:00
1410,Trattoria Zà Zà,Italian,$$$$,163.44,Europe,"Wilsonville, LY",148 Bryan Overpass,2363462601,4.2,165,https://roth.com/,14:00-22:00
1411,Quan An Ngon,Vietnamese,$$,19.5,Europe,"North Debra, SI",28799 Kim Court,696-468-8051x972,3.4,466,http://dawson-freeman.com/,16:00-21:00
1412,Gymkhana,Indian,$,7.73,North America,"Perezmouth, MH",001 Mary Cove Suite 308,797.619.6751x105,4.3,239,https://gibson.com/,11:00-22:00
1413,Narisawa,Japanese,$$$,56.12,North America,"Lake Joshuamouth, WI",04877 Ann Turnpike,(939)722-0196,4.5,334,http://ross.com/,16:00-22:00
1414,Funky Gourmet,Greek,$,13.39,North America,"West Rubenshire, DE",99026 Thomas Ways,+1-320-854-9060x149,3.3,189,http://www.williams.net/,16:00-21:00
1415,Antica Pesa,Italian,$$,16.52,Europe,"South Lisachester, MG",6747 Zamora Drives Apt. 984,(816)701-2989x4690,4.0,523,https://jensen.org/,14:00-22:00
1416,Duddell's,Chinese,$$$$,169.59,Europe,"Maryhaven, PA",94702 Ana Manor,+1-419-305-6201,4.9,204,https://www.lee.info/,16:00-20:00
1417,Trattoria Zà Zà,Italian,$$$,73.56,North America,"Hillfort, FL",63781 Sandra Forge Suite 729,275-814-4805x51897,4.0,319,https://adams.com/,15:00-23:00
1418,Cosme,Mexican,$$,16.81,North America,"Bateschester, OK",77683 Williams Port Apt. 685,(330)940-1995x168,4.3,504,http://thomas-brown.info/,13:00-22:00
1419,Osteria Francescana,Italian,$$$,45.31,North America,"North Jose, MH",55341 Quinn Plaza Apt. 570,(213)849-8680,4.3,352,http://frazier-oneal.com/,13:00-20:00
1420,Hünkar,Turkish,$$,19.77,Europe,"Lake Ambershire, IE",83761 Jeffery Plains,727-266-3760x1318,4.0,453,http://www.mason.com/,13:00-21:00
1421,Gaggan Anand,Indian,$$,18.79,Middle East,"New Lisachester, QA",34586 Frank Neck,964-556-4374x476,3.9,465,https://carroll-marks.net/,13:00-22:00
1422,Pujol,Mexican,$$,23.15,Europe,"South Angela, IN",18293 Garcia River Suite 903,(956)994-9363x389,4.5,525,http://hayden-webb.com/,13:00-22:00
1423,Pizzeria Brandi,Italian,$$,32.38,Europe,"Clarkfurt, UZ",99026 Moore Fork Suite 017,001-818-534-6594x0403,4.1,538,https://snyder-foster.org/,15:00-21:00
1424,Claro,Mediterranean,$$,17.53,North America,"New Leslie, VA",67974 Pham Neck Apt. 729,001-442-340-3474x41860,3.7,468,https://www.carlson-carpenter.org/,16:00-20:00
1425,El Cardenal,Mexican,$$,18.34,North America,"Adkinsshire, AR",277 Eugene Square,+1-873-306-7715x2661,4.0,459,http://www.keller.com/,11:00-23:00
1426,Jinjuu,Korean,$$$,46.98,Europe,"West William, KP",46411 Nelson Unions,209.500.4777,4.1,366,https://dorsey.com/,16:00-22:00
